"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-4rbku5 4","css-4rbku5 href 7","css-901oao 7","css-4rbku5 href 8","css-9pa8cd src 2","css-4rbku5 href 9","css-9pa8cd src 3","css-901oao 8","css-901oao 9","css-901oao 10","css-4rbku5 href 10","css-901oao 11","css-901oao 12","css-4rbku5 5","css-4rbku5 href 11","css-901oao 13","r-1p0dtai src","css-9pa8cd src 4","css-901oao 15","css-4rbku5 href 16","css-901oao 16"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1600562447877709825","7 dic. 2022","Gracias a","@somosalsea","https://twitter.com/somosalsea",", a partir de hoy,las mujeres policías contarán con un gimnasio exclusivo para ellas. Agradezco a","@SSC_CDMX","https://twitter.com/SSC_CDMX",", presidente de","#AlbertoTorrado","https://twitter.com/hashtag/AlbertoTorrado?src=hashtag_click","por todo su apoyo a nuestras compañeras de la","https://twitter.com/OHarfuch/status/1600562447877709825/photo/1","https://pbs.twimg.com/media/FjZXEB4VEAExqVM?format=jpg&name=small","https://twitter.com/OHarfuch/status/1600562447877709825/photo/2","https://pbs.twimg.com/media/FjZXEB7UcAETJ7J?format=jpg&name=small","93","175","1.072","https://twitter.com/OHarfuch/status/1600562447877709825/analytics","","y la donación de este gran espacio!","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1600550945028378625","7 dic. 2022","Gracias a una denuncia que nos canalizó el","@elconsejomx","https://twitter.com/elconsejomx","y a","@guerrerochipres","https://twitter.com/guerrerochipres","en atención a los delitos cometidos en contra de mujeres menores de edad, compañeros de","","","detuvieron en","https://twitter.com/OHarfuch/status/1600550945028378625/photo/1","https://pbs.twimg.com/media/FjZMmeaVsAAhvVr?format=jpg&name=small","https://twitter.com/OHarfuch/status/1600550945028378625/photo/2","https://pbs.twimg.com/media/FjZMmeXVsAAr1Qw?format=jpg&name=360x360","138","297","1.126","https://twitter.com/OHarfuch/status/1600550945028378625/analytics","","a dos hombres  responsables de explotación sexual. Gracias por sus denuncias","@SSC_CDMX","https://twitter.com/SSC_CDMX","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1600539259085017088","7 dic. 2022","Junto con","@OHarfuch","https://twitter.com/OHarfuch","visitamos las nuevas instalaciones del gimnasio en el que las Ateneas de la","@SSC_CDMX","https://twitter.com/SSC_CDMX","podrán ejercitarse diariamente; cuenta con área de yoga, vestidores, casilleros y regaderas. Gracias a Alberto Torrado, de Alsea, por la donación de este espacio.","","","","https://twitter.com/Claudiashein/status/1600539259085017088/photo/1","https://pbs.twimg.com/media/FjZB-IzXwBcm9dn?format=jpg&name=360x360","https://twitter.com/Claudiashein/status/1600539259085017088/photo/2","https://pbs.twimg.com/media/FjZB-IxXkAAsMkH?format=jpg&name=360x360","165","442","1.211","https://twitter.com/Claudiashein/status/1600539259085017088/analytics","","","","","","","https://pbs.twimg.com/media/FjZB-IvXgAADx0F?format=jpg&name=360x360","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1599906211142324224","5 dic. 2022","Así es como la transformación ha llegado a toda la Ciudad.","","","","","","","#HonestidadQueDaResultados","https://twitter.com/hashtag/HonestidadQueDaResultados?src=hashtag_click","","","https://pbs.twimg.com/ext_tw_video_thumb/1599896912777322507/pu/img/rpKt9t_NCdY0aZv0.jpg","","","560","718","1.385","https://twitter.com/Claudiashein/status/1599906211142324224/analytics","","","","","","blob:https://twitter.com/c8a24d58-5911-4d15-8288-9973686bbdaf","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/AudideMexico","https://pbs.twimg.com/profile_images/727993395344347136/heSuyqqw_normal.jpg","https://twitter.com/AudideMexico","Tweet promocionado","Audi de México","@AudideMexico","https://twitter.com/hashtag/AudiQ5Sportback?src=hashtag_click","#AudiQ5Sportback","El Audi Q5 Sportback, combina rendimiento y funcionalidad con un diseño sofisticado y deportivo.","#FutureIsAnAttitude","https://twitter.com/hashtag/FutureIsAnAttitude?src=hashtag_click","","","","appsaudi.com.mx","","https://www.appsaudi.com.mx/formsSalesforce/audinuevo.aspx?m=q5-sb&csref=soc%3APHD%3Aq5sb%3AHARDSELL%3Ac%3ATWITTER%3ATWITTER%3Amt%7Ep%3Ap%7ETWITTER%3Ac%7EVIDEO_1_1&twclid=2563h6x482lfbwbrmpwrzchbim","Cotizar Audi Q5","https://twitter.com/AudideMexico/status/1678526694087426050/analytics","","","https://pbs.twimg.com/amplify_video_thumb/1678431429410140160/img/bqdV_jj6ECpi2Ebu.jpg","33","169","2.159","","9,9 M","Promocionado","","","","blob:https://twitter.com/aadefd8c-6aa2-43f2-8ec3-5ddbf1a3fa75","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1599095378804355072","3 dic. 2022","Hoy ascendimos a mujeres y hombres de","@SSC_CDMX","https://twitter.com/SSC_CDMX","que todos los días hacen actor heroicos por nuestra CDMX, y que han realizado acciones específicas sobresalientes. Muchas gracias por todo su esfuerzo!","","","","","","","https://twitter.com/OHarfuch/status/1599095378804355072/photo/1","https://pbs.twimg.com/media/FjEgxYqVQAARUDj?format=jpg&name=900x900","https://twitter.com/OHarfuch/status/1599095378804355072/photo/2","https://pbs.twimg.com/media/FjEgxYsVIAA7m63?format=jpg&name=small","141","236","1.326","https://twitter.com/OHarfuch/status/1599095378804355072/analytics","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1598495195552780288","1 dic. 2022","A partir de hoy y hasta el 8 de enero de 2023, la","@LaSEMOVi","https://twitter.com/LaSEMOVI","desplegará 507 policías y 213 vehículos, en 32 puntos de revisión las 24 horas del día, como parte del Programa","@canirac","https://twitter.com/canirac","; en coordinación con","#SSC","https://twitter.com/hashtag/SSC?src=hashtag_click","y","https://twitter.com/OHarfuch/status/1598495195552780288/photo/1","https://pbs.twimg.com/media/Fi7-6DCXEAQMdPT?format=jpg&name=small","https://twitter.com/OHarfuch/status/1598495195552780288/photo/2","https://pbs.twimg.com/media/Fi7-6DCXgAInR1M?format=jpg&name=small","143","421","1.461","https://twitter.com/OHarfuch/status/1598495195552780288/analytics","","para brindar seguridad durante el periodo decembrino","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1597934975940460545","30 nov. 2022","En un video que circula,se observa a un sujeto que intenta desapoderar de sus pertenencias a un ciudadano. La","@SSC_CDMX","https://twitter.com/SSC_CDMX","fue alertada por","@C5_CDMX","https://twitter.com/C5_CDMX","logrando la detención del agresor que lamentablemente privó de la vida a una persona inocente. Faltan dos personas más por detener.","","","","https://twitter.com/OHarfuch/status/1597934975940460545/photo/1","https://pbs.twimg.com/media/Fi0BY7BUcAAZL2S?format=jpg&name=small","","","1.112","1.793","6.959","https://twitter.com/OHarfuch/status/1597934975940460545/analytics","","","","","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1597372169742610432","28 nov. 2022","Gracias la Policía de la Ciudad de México por demostrar una vez más su honradez y compromiso para trabajar por la seguridad de los habitantes de la Ciudad de México, gracias por supuesto, al secretario","@OHarfuch","https://twitter.com/OHarfuch","","","","","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1597298240449236992/pu/img/nkHcvFVJ9NwVjsHW.jpg","","","173","323","894","https://twitter.com/Claudiashein/status/1597372169742610432/analytics","","aseguraron dentro de un vehículo con compartimiento oculto, aproximadamente 50 kilogramos de cocaína; esto representaría una ganancia de 11 millones de pesos para la delincuencia.","","","Citar Tweet","blob:https://twitter.com/10a52ec2-0bb8-4792-97f3-1a130a780fb7","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_mini.jpg","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/ioangrillo","https://pbs.twimg.com/profile_images/1496189943726575618/quhxIOcu_normal.jpg","https://twitter.com/ioangrillo","Ioan Grillo","@ioangrillo","·","https://twitter.com/ioangrillo/status/1592245429445754880","14 nov. 2022","Mexico City's murder rate is lower than Portland, Oregon - or Dallas, Texas, and it's a factor in the Americans flocking here.

I look at what is making homicide rates in the Mexican capital go down, despite the drug war, while they went up in the U.S...","","https://t.co/2ola3wbIDZ","crashoutmedia.com","","https://t.co/2ola3wbIDZ","Mexico City's Murder Rate is Lower Than Portland or Dallas; It's a Reason the Gringos are Flocking...","","","The Mexican capital has escaped the ultra-violence of other cities in the drug war","","https://pbs.twimg.com/card_img/1683641771039793155/dC1rYPjy?format=jpg&name=small","","","134","1.377","3.286","https://twitter.com/ioangrillo/status/1592245429445754880/analytics","","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1591502888504786946","12 nov. 2022","En reunión con","@bereheca","https://twitter.com/bereheca",", alcaldesa de","@TlahuacRenace","https://twitter.com/TlahuacRenace",",acordamos reforzar la seguridad de la alcaldía, el día de ayer comenzaron acciones específicas por parte de","","","y estaremos en evaluación permanente para mejorar la seguridad.","https://twitter.com/OHarfuch/status/1591502888504786946/photo/1","https://pbs.twimg.com/media/FhYncM0XgAMw70r?format=jpg&name=small","https://twitter.com/OHarfuch/status/1591502888504786946/photo/2","https://pbs.twimg.com/media/FhYncMyXoAYy5-v?format=jpg&name=small","112","133","755","https://twitter.com/OHarfuch/status/1591502888504786946/analytics","","","@SSC_CDMX","https://twitter.com/SSC_CDMX","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1590677369043681282","10 nov. 2022","El día de hoy","@SSC_CDMX","https://twitter.com/SSC_CDMX","y","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","detuvieron a Fernando “N” quien se confirma iba conduciendo el taxi que fue asegurado en días pasados relacionado con el lamentable feminicidio de Lidia Gabriela. Los delitos en contra de las mujeres son prioridad para este gobierno.","","","","https://twitter.com/OHarfuch/status/1590677369043681282/photo/1","https://pbs.twimg.com/media/FhM4otOUAAIhlAf?format=jpg&name=small","","","157","489","1.461","https://twitter.com/OHarfuch/status/1590677369043681282/analytics","","De acuerdo al seguimiento de","","","Citar Tweet","","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_mini.jpg","@C5_CDMX","","confirmamos que el taxi asegurado es el que participó en el feminicicio,sin embargo la persona detenida por denuncias ciudadanas NO es quien en ese momento iba conduciendo el taxi. Faltan personas por detener. Informaremos más adelante. twitter.com/OHarfuch/statu…"
"https://twitter.com/mixes_mx","https://pbs.twimg.com/profile_images/1541507938866569217/L2EjZ9zl_normal.jpg","https://twitter.com/mixes_mx","Tweet promocionado","mixes_mx","@mixes_mx","https://twitter.com/hashtag/PopMix?src=hashtag_click","#PopMix","Los nuevos PopMix son ese delicioso estreno que estabas esperando. ¿O a poco no se te antojan tus Doritos® o Cheetos® preferidos con unas palomitas? ¡A nosotros sí!","#ElEstrenoQueEsperabas","https://twitter.com/hashtag/ElEstrenoQueEsperabas?src=hashtag_click","","","https://twitter.com/mixes_mx/status/1674869111896039446/photo/1","","","","","https://twitter.com/mixes_mx/status/1674869111896039446/analytics","https://pbs.twimg.com/media/Fz5UlFeWYBYTO1F?format=jpg&name=120x120","","","75","215","3.847","","14,2 M","Promocionado","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1590318166969708544","9 nov. 2022","Derivado de denuncias ciudadanas y de la colaboración con","@CANACOMexico","https://twitter.com/CANACOMexico",", fue detenido un hombre que realizaba fiestas clandestinas,vendiendo bebidas alcohólicas y drogas a estudiantes de la","@UAMAzcOficial","https://twitter.com/UAMAzcOficial",". Gracias por sus denuncias y confianza en la","","",".","https://twitter.com/OHarfuch/status/1590318166969708544/photo/1","https://pbs.twimg.com/media/FhHx8ZBVQAE9tJT?format=jpg&name=small","","","173","530","1.994","https://twitter.com/OHarfuch/status/1590318166969708544/analytics","","","@SSC_CDMX","https://twitter.com/SSC_CDMX","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1589800068797767680","7 nov. 2022","Agradecemos a","@canacomexico","https://twitter.com/CANACOMexico",",su activa participación y contribución a este esfuerzo por construir día a día la seguridad de nuestra CDMX. Su crítica constructiva, así como el reconocimiento a nuestros policías nos ayuda a mejorar constantemente. Agradezco a","@JesusRodCar","https://twitter.com/JesusRodCar","su apoyo.","","","","https://twitter.com/OHarfuch/status/1589800068797767680/photo/1","https://pbs.twimg.com/media/FhAavFbVsAAe8au?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1589800068797767680/photo/2","https://pbs.twimg.com/media/FhAavFnVQAIrqHV?format=jpg&name=small","53","88","468","https://twitter.com/OHarfuch/status/1589800068797767680/analytics","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1589701349519736832","7 nov. 2022","De acuerdo al seguimiento de","@C5_CDMX","https://twitter.com/C5_CDMX","confirmamos que el taxi asegurado es el que participó en el feminicicio,sin embargo la persona detenida por denuncias ciudadanas NO es quien en ese momento iba conduciendo el taxi. Faltan personas por detener. Informaremos más adelante.","","","","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1589021055418613761/pu/img/QrgT4UjB07EpL6VQ.jpg","","","89","265","849","https://twitter.com/OHarfuch/status/1589701349519736832/analytics","","","","","Citar Tweet","blob:https://twitter.com/6b0b77db-1c8d-43dd-8b91-622b23049b9b","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_mini.jpg","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1589259547663011841","6 nov. 2022","Informo que","@SSC_CDMX","https://twitter.com/SSC_CDMX",",","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","y","","","lograron ubicar y detener en Ecatepec  a Vanessa ""N"" implicada en la muerte de Ariadna Fernanda Lopez Diaz. La investigación realizada es sólida y clara, y nuestro compromiso es detener a todos  los responsables.","","","","","456","1.489","4.941","https://twitter.com/Claudiashein/status/1589259547663011841/analytics","","","@FiscaliaEdomex","https://twitter.com/FiscaliaEdomex","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/DITOGAMESch","https://pbs.twimg.com/profile_images/1606272174599421952/-bf3eG_a_normal.jpg","https://twitter.com/DITOGAMESch","Tweet promocionado","DITOGAMES","@DITOGAMESch","","","If you own a mouse, you will never turn off your computer again.","","","","","","navy.quest","","https://navy.quest/?r=twinq1wwd&twclid=2-2xjwzogs0stp9watoyefmxhif","Play for free. No Install.","https://twitter.com/DITOGAMESch/status/1677317418354638848/analytics","","","https://pbs.twimg.com/amplify_video_thumb/1677314705642123265/img/ND3g3rd2gj5J_Ftg.jpg","756","87","264","","301,9 mil","Promocionado","","","","blob:https://twitter.com/81bf2785-667a-4c6b-93c4-7601b10a3c28","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1589021119532912640","5 nov. 2022","En","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa","detuvo a dos hombres, uno de los cuales está relacionado con la muerte de una mujer que se arrojó de un taxi en movimiento; los delitos cometidos en contra de las mujeres son prioridad para el Gobierno de la CDMX.","@SSC_CDMX","https://twitter.com/SSC_CDMX","","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1589021055418613761/pu/img/QrgT4UjB07EpL6VQ.jpg","","","287","894","3.264","https://twitter.com/OHarfuch/status/1589021119532912640/analytics","","","","","","blob:https://twitter.com/fdf3d004-3bca-4387-b692-ffe1a6a7fb67","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1588628096370212865","4 nov. 2022","Gracias a todas las denuncias y videos subidos en esta red de asaltos en Santa Fe y Bosques se recabaron varios testimonios, entrevistas y videos de","@C5_CDMX","https://twitter.com/C5_CDMX","y cámaras CCTV. Gracias por su denuncia, cuando no podamos evitar un hecho delictivo nuestro compromiso  es 0 impunidad.","","","","","","","https://twitter.com/OHarfuch/status/1588628096370212865/photo/1","https://pbs.twimg.com/media/Fgvw1ONWIAQV6zD?format=jpg&name=small","","","601","1.138","5.465","https://twitter.com/OHarfuch/status/1588628096370212865/analytics","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1588626426256842752","4 nov. 2022","Tras denuncias realizadas en redes sociales sobre asaltos en","@SSC_CDMX","https://twitter.com/SSC_CDMX","y Bosques de las Lomas","@C5_CDMX","https://twitter.com/C5_CDMX","desplegó un operativo donde se recabaron varios testimonios de testigos,esto,más la ayuda de","#SantaFe","https://twitter.com/hashtag/SantaFe?src=hashtag_click","y cámaras privadas se logró la detención del responsable hace unos minutos","https://twitter.com/OHarfuch/status/1588626426256842752/photo/1","https://pbs.twimg.com/media/FgvvTWjXwAU_qZd?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1588626426256842752/photo/2","https://pbs.twimg.com/media/FgvvTY8WIAA9Ze8?format=jpg&name=360x360","1.728","3.474","17,3 mil","https://twitter.com/OHarfuch/status/1588626426256842752/analytics","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1587978622597488640","2 nov. 2022","Al día de hoy la","@SSC_CDMX","https://twitter.com/SSC_CDMX","ha detenido a 39 personas, asegurado 180 motocicletas y 1 vehículo durante las rodadas de motociclistas que ponen en peligro la seguridad de ellos mismos y de otros; hoy se están realizando acciones para impedir rodadas que pongan en peligro a los demás","","","","","","","https://twitter.com/OHarfuch/status/1587978622597488640/photo/1","https://pbs.twimg.com/media/FgmiDT4UYAEm5Qg?format=jpg&name=small","","","515","758","4.268","https://twitter.com/OHarfuch/status/1587978622597488640/analytics","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1585750801968164864","27 oct. 2022","Hoy comparecí en el H.","@Congreso_CdMex","https://twitter.com/Congreso_CdMex","; en la","@SSC_CDMX","https://twitter.com/SSC_CDMX","agradecemos a las y los diputados el apoyo que le han dado a la Policía, por ejemplo, la confianza de aprobar la ley que nos da la facultad de investigación y así trabajar en un modelo de seguridad que sea más pro activo.","","","","https://twitter.com/OHarfuch/status/1585750801968164864/photo/1","https://pbs.twimg.com/media/FgG38w2WIAUAGfh?format=jpg&name=small","https://twitter.com/OHarfuch/status/1585750801968164864/photo/2","https://pbs.twimg.com/media/FgG38wsXEAILpkN?format=jpg&name=small","192","326","1.769","https://twitter.com/OHarfuch/status/1585750801968164864/analytics","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1584734428231704577","24 oct. 2022","Con apoyo del","@C5_CDMX","https://twitter.com/C5_CDMX","y del","@SSC_CDMX","https://twitter.com/SSC_CDMX","Norte, compañeros de","#C2","https://twitter.com/hashtag/C2?src=hashtag_click","detuvieron a 5 personas responsables de la agresión a una mujer con arma de fuego en calles de la colonia","https://twitter.com/OHarfuch/status/1584734428231704577/photo/1","https://pbs.twimg.com/media/Ff4bjyIX0Ag4pAN?format=jpg&name=small","","","60","234","816","https://twitter.com/OHarfuch/status/1584734428231704577/analytics","",",","@IztacalcoAl","https://twitter.com/IztacalcoAl","; se aseguraron dos armas de fuego, un vehículo y dosis de droga.","","","","",""
"https://twitter.com/CulturaColectiv","https://pbs.twimg.com/profile_images/1609977307111759873/i6T3eZkE_normal.jpg","https://twitter.com/CulturaColectiv","Tweet promocionado","Cultura Colectiva","@CulturaColectiv","https://twitter.com/hashtag/CC%C3%B1as?src=hashtag_click","#CCñas","Si lo tuyo lo tuyo es la tragadera, aquí te compartimos unas palabras que te serán muy útiles.","","","","","","Cheetos Mx","","","0:09","https://twitter.com/CulturaColectiv/status/1683326139371245568/analytics","https://pbs.twimg.com/media/FhLMdL4VUAA7s_J.jpg","","https://pbs.twimg.com/profile_images/1638627834003374083/PTQAlEsD_mini.jpg","3","13","52","","157,9 mil","Promocionado","","","El video se reproducirá después del anuncio","blob:https://twitter.com/01846a4c-1b55-4a7f-a6d7-84fbac52897c","https://pbs.twimg.com/media/FhLMdL4VUAA7s_J.jpg","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1583198388861865984","20 oct. 2022","Para disminuir los índices delictivos en los negocios de","@SSC_CDMX","https://twitter.com/SSC_CDMX",",","@CANACOMexico","https://twitter.com/CANACOMexico","y","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","realizaron acciones estratégicas y trabajos coordinados; se logró la reducción del
14.28% en el delito de extorsión, 16 % robo con violencia y 11% robo a repartidor en el último trimestre.","https://twitter.com/OHarfuch/status/1583198388861865984/photo/1","https://pbs.twimg.com/media/FfimilfVQAAGAzb?format=jpg&name=small","https://twitter.com/OHarfuch/status/1583198388861865984/photo/2","https://pbs.twimg.com/media/FfiminQUYAIbuZD?format=jpg&name=small","87","225","830","https://twitter.com/OHarfuch/status/1583198388861865984/analytics","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1582732582298750976","19 oct. 2022","Muchas gracias al titular de","@CDMX_SIBISO","https://twitter.com/CDMX_SIBISO",",","@RigoSalgadoV","https://twitter.com/RigoSalgadoV",", una muy buena reunión con el propósito de acercar a nuestra policía mucho más con participación ciudadana y generar vínculos de confianza","","","","https://twitter.com/OHarfuch/status/1582732582298750976/photo/1","https://pbs.twimg.com/media/Ffb-5KDWAAIYhlF?format=jpg&name=small","","","69","114","738","https://twitter.com/OHarfuch/status/1582732582298750976/analytics","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1582506386864603137","18 oct. 2022","En","@AlcCuauhtemocMX","https://twitter.com/AlcCuauhtemocMx",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a tres hombres, sobre","#EjeCentral","https://twitter.com/hashtag/EjeCentral?src=hashtag_click",", quienes se dedicaban a extorsionar a comerciantes en la Zona Centro; en este cobarde delito de extorsión lo que más nos ayuda a combatirlo es la denuncia. Gracias por su confianza!","https://twitter.com/OHarfuch/status/1582506386864603137/photo/1","https://pbs.twimg.com/media/FfYxK5AWYAAXVn3?format=jpg&name=small","","","109","374","1.283","https://twitter.com/OHarfuch/status/1582506386864603137/analytics","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1582464463881400320","18 oct. 2022","La valiente acción de los compañeros que ayer frustraron un robo a cuentahabiente abatiendo a un delincuente e hiriendo al otro, es reconocida por","@SSC_CDMX","https://twitter.com/SSC_CDMX","; el día de hoy fueron ascendidos de grado, son ejemplo de orgullo para nuestra Institución y les espera una gran carrera.","","","","","","","https://twitter.com/OHarfuch/status/1582464463881400320/photo/1","https://pbs.twimg.com/media/FfYLCo4UYAA5CYV?format=jpg&name=small","https://twitter.com/OHarfuch/status/1582464463881400320/photo/3","https://pbs.twimg.com/media/FfYLCo2UoAEeccy?format=jpg&name=360x360","437","870","6.241","https://twitter.com/OHarfuch/status/1582464463881400320/analytics","","","","","","","https://pbs.twimg.com/media/FfYLCo2VUAYnwmC?format=jpg&name=360x360","","",""
